94001,470
94101,474
94201,486
94301,473
94401,473
94501,478
94601,479
94701,469
94801,490
94901,475
95001,485
95101,482
95201,472
95301,468
95401,475
95501,474
95601,467
95701,477
95801,469
95901,488
96001,464
96101,488
96201,482
96301,484
96401,473
96501,475
96601,482
96701,483
96801,484
96901,481
97001,485
97101,476
97201,490
97301,490
97401,484
97501,478
97601,503
97701,482
97801,496
97901,486
98001,494
98101,489
98201,491
98301,484
98401,497
98501,491
98601,484
98701,492
98801,486
98901,490
99001,485
99101,482
99201,484
99301,493
99401,481
99501,492
99601,483
99701,491
99801,484
99901,489
100001,489
100101,485
100201,478
100301,503
100401,477
100501,498
100601,489
100701,491
100801,490
100901,492
101001,488
101101,500
101201,482
101301,495
101401,484
101501,491
101601,489
101701,496
101801,479
101901,492
102001,486
102101,467
102201,460
102301,446
102401,444
102501,431
102601,417
102701,416
102801,413
102901,397
103001,384
103101,383
103201,374
103301,374
103401,372
103501,358
103601,355
103701,341
103801,344
103901,332
104001,325
104101,320
104201,323
104301,314
104401,306
104501,296
104601,291
104701,291
104801,289
104901,283
105001,292
105101,305
105201,308
105301,305
105401,293
105501,295
105601,296
105701,294
105801,297
105901,290
106001,294
106101,311
106201,304
106301,307
106401,302
106501,296
106601,301
106701,290
106801,298
106901,303
107001,293
107101,306
107201,320
107301,310
107401,313
107501,304
107601,298
107701,299
107801,290
107901,288
108001,295
108101,300
108201,305
108301,319
108401,306
108501,302
108601,295
108701,298
108801,301
108901,298
109001,296
109101,302
109201,310
109301,318
109401,322
109501,320
109601,318
109701,320
109801,316
109901,313
110001,323
110101,313
110201,325
110301,322
110401,323
110501,329
110601,325
110701,325
110801,324
110901,332
111001,341
111101,334
111201,343
111301,347
111401,347
111501,351
111601,366
111701,362
111801,360
111901,368
112001,365
112101,357
112201,358
112301,368
112401,368
112501,367
112601,388
112701,375
112801,373
112901,361
113001,375
113101,372
113201,380
113301,388
113401,390
113501,381
113601,381
113701,381
113801,385
113901,398
114001,388
114101,387
114201,389
114301,395
114401,404
114501,393
114601,398
114701,401
114801,399
114901,416
115001,408
115101,414
115201,409
115301,426
115401,416
115501,410
115601,422
115701,432
115801,421
115901,427
116001,444
116101,430
116201,433
116301,442
116401,430
116501,437
116601,441
116701,434
116801,439
116901,446
117001,444
117101,435
117201,451
117301,441
117401,448
117501,452
117601,434
117701,451
117801,443
117901,447
118001,453
118101,449
118201,447
118301,460
118401,456
118501,449
118601,460
118701,452
118801,470
118901,456
119001,455
119101,463
119201,450
119301,467
119401,455
119501,459
119601,462
119701,454
119801,468
119901,453
